Date,Headlines,Author,Tag Text,True_Label,chatgpt_Headlines_Predicted_Label,chatgpt_Tag Text_Predicted_Label
23/04/2022,I had carnal knowledge of my daughter for money ritual ?? Father - Vanguard,News,"Vanguard NewsUpon interrogation, he confessed to having committed the crime that hewanted to use her for money ritual. ??Items recovered from him included aring ...",negative,negative,negative
30/04/2022,"What we know about ritual killings for money, Juju priests, Imams, Pastors, others speak",Vanguard News,"??Money ritual real but there are consequences ??Aroh Deity Priest ??If moneyrituals have potency, juju priests would be on Forbes' rich list ??Fr.",negative,negative,negative
14/05/2022,"Teens being swarmed, forced to kiss their attackers' shoes in bullying ritual, Vancouver police say",CTV News Vancouver,"Vancouver police are warning about a ""concerning trend"" of teens targetingtheir peers for ""humiliating and demeaning bullying rituals"" which are ...",negative,negative,negative
21/05/2022,"Your Relaxation Ritual, According to Your Zodiac Sign ?? Best Life",Best Life,"The Best Relaxation Ritual for Your Zodiac Sign, Astrologers Say. Here'show the stars say you should wind down. By Lauren Ash. May 18, 2022.",positive,positive,positive
21/05/2022,Ritual killing: Police arrest murder suspect in Oyo town - Vanguard News,Vanguard News,"Ritual killing: Police arrest murder suspect in Oyo town ... As decomposedhead, hands, toes, others are recovered from his house. May 17, 2022.",negative,negative,negative
28/05/2022,"Ritual killing: Police arrest landlord, gateman in Niger - Vanguard News",Vanguard News,"Ritual killing: Police arrest landlord, gateman in Niger ... GovernmentArea of the state for allegedly killing a 4-year-old boy for rituals.",negative,negative,negative
04/06/2022,Utah County Attorney calls for outside review of sheriff over ritual child abuse investigation,KSLTV.com,"... Sheriff Mike Smith, saying if politics motivated the reexamination of aritual child abuse case that names Leavitt, the sheriff should resign.",negative,negative,negative
04/06/2022,"Ritual Murder Scare As Boy (16) Is Killed, Body Chopped And Stashed In A",Box,"iHarare NewsRitual Murder Scare As Boy (16) Is Killed, Body Chopped And Stashed In ABox A 16-year-old boy from Southlea Park, Harare was reportedly.. .",negative,negative,negative
04/06/2022,"Utah County sheriff, attorney spar over investigation of 'ritual sex abuse' - KUTV",KUTV,Leavitt called the victim of the case 'tragically mentally ill' anddismissed that he or his wife had ever participated in ritual child sexabuse.,negative,negative,negative
11/06/2022,Witch-hunts and ritual child abuse are a stain on Africa. We must confront them,The Guardian,Thousands of children accused of witchcraft suffer ritual abuse every year?? and those with albinism are the main victims.,negative,negative,negative
11/06/2022,"'A ritual sacrifice': Missouri woman charged with stealing dog, setting it on fire - USA Today",USA Today,"During the call, Lingo's mother told officials her daughter killed her dog?? a terrier mix ?? as part of ""a ritual sacrifice"" according to a ...",negative,negative,negative
18/06/2022,Osun: Muslims protest incessant ritual killings in Iwo - Daily Post Nigeria,Daily Post Nigeria,"Muslim faithful in Iwo, Osun State protested incessant ritual killings inthe town and the tagging of perpetrators as Islamic clerics.",negative,negative,negative
18/06/2022,Missouri woman stole her mom's dog and burned it alive in 'ritual sacrifice': police,New York Post,"A Missouri woman has confessed to burning alive her mom's dog as asacrifice in a sick ritual, according to authorities. Brianna Lynn Lingo,29, ...",negative,negative,negative
25/06/2022,"Allege ritual killing: Residents uncover woman's body alongside dead animals in Kubwa, FCT",Daily Post Nigeria,"While details of the incident are still sketchy, DAILY POST reports that itmay not be unconnected with ritual activities of criminal elements in ...",negative,negative,negative
02/07/2022,Lady allegedly used for money ritual runs mad in Ogun - Daily Post Nigeria,Daily Post Nigeria,There were reports that the yet-to-be-identified lady might have beendiabolically used for money rituals by suspected internet fraudsters. TheOgun ...,negative,negative,negative
02/07/2022,What's behind the debate on ritual slaughter in Belgium? - The Jerusalem,Post,"The Jerusalem PostKosher and halal animal slaughter guidelines entail a specific ritual forkilling the animals, which does not include it.",negative,negative,negative
02/07/2022,Ogun police confirm report on lady allegedly used for ritual,punchng.com,"The Ogun State Police Command has confirmed the report of a young mentallyunstable lady who stripped herself and barked like a dog in Abeokuta, ...",negative,negative,negative
16/07/2022,Ogun: Yahoo-boy who reportedly used girlfriend for money ritual appears in court,Daily Post Nigeria,"A 33-year-old man, Ibrahim Orona, who was arrested by the police forallegedly using his girlfriend for money ritual in Ogun State has been ...",negative,negative,negative
30/07/2022,Ritual as an Opening to Love - Tricycle: The Buddhist Review,Tricycle: The Buddhist Review,"Scholar Anne C. Klein discusses how ritual practices can help us get out ofour heads and tap into bodhicitta, or the awakened mind.",positive,positive,positive
06/08/2022,RITUAL KILLINGS AND 'INSTANT WEALTH' - THISDAYLIVE,THISDAYLIVE,RITUAL KILLINGS AND 'INSTANT WEALTH'. Editorial | 21 seconds ago. Theimpunity will persist unless proven cases of criminality are severely ...,negative,negative,negative
13/08/2022,"Ritual: Pastor, accomplice to die for beheading seven-year-old - PunchNG",PunchNG,"Justice Oluwatoyin Taiwo of the Lagos State Special Offences Court sittingat Ikeja, on Tuesday, sentenced a pastor, Erinmole Adetokunbo, ...",negative,negative,negative
20/08/2022,Police in Nigeria find 20 mummified bodies in 'suspected ritual shrine' -,The Guardian,"The GuardianArmed police officers raided the building in Benin City, the capital of Edostate, acting on intelligence that it was a ??suspected ritual shrine??, she...",negative,negative,negative
20/08/2022,Police give more details about 20 corpses dem find for 'ritual shrine' -,BBC,BBCPolice for Edo State south-south Nigeria say di deadi bodi wey dem find forsuspected ritual shrine for di state get identification document.,negative,negative,negative
27/08/2022,"9 New Moon Rituals For Intention Setting, Manifestation & More, From",Experts - MindBodyGreen,MindBodyGreenNew moons are an excellent time to set intentions and plant seeds forwhat's to come. Here are nine of our favorite new moon rituals to try ...,positive,positive,positive
27/08/2022,"Pune: Woman Made To Bathe In Public As Per Ritual, Police Books Husband And",In Laws,"Outlook IndiaA woman in Maharashtra's Pune has complained that she was made to bathepublicly as part of a ritual so that she could conceive, according to ...",negative,negative,negative
27/08/2022,"Pune Woman Forced To Bathe In Public In 'Ritual To Conceive Son', Case",Filed - NDTV.com,"NDTV.com... a woman from Maharashtra's Pune was forced by her husband and in-lawsto take a bath naked in front of people as part of a ""ritual"" advised by ...",negative,negative,negative
